"Experiment","Phase","Subject","Cue","CondType","Trials","Rating"
"Experiment 2","Phase 1","29","u","positive",3,37.5
"Experiment 2","Phase 1","30","u","positive",3,16.5
"Experiment 2","Phase 1","31","u","positive",3,50
"Experiment 2","Phase 1","32","u","positive",3,0.5
"Experiment 2","Phase 1","33","u","positive",3,70
"Experiment 2","Phase 1","34","u","positive",3,-6
"Experiment 2","Phase 1","1","v","negative",3,-64
"Experiment 2","Phase 1","2","v","negative",3,70
"Experiment 2","Phase 1","3","v","negative",3,-41
"Experiment 2","Phase 1","4","v","negative",3,-100
"Experiment 2","Phase 1","5","v","negative",3,-40
"Experiment 2","Phase 1","6","v","negative",3,-100
"Experiment 2","Phase 1","7","v","negative",3,-36
"Experiment 2","Phase 1","8","v","negative",3,-41
"Experiment 2","Phase 1","9","v","negative",3,-15
"Experiment 2","Phase 1","10","v","negative",3,29
"Experiment 2","Phase 1","11","v","negative",3,-39
"Experiment 2","Phase 1","12","v","negative",3,-29
"Experiment 2","Phase 1","13","v","negative",3,-73
"Experiment 2","Phase 1","14","v","negative",3,-49
"Experiment 2","Phase 1","15","v","negative",3,-41
"Experiment 2","Phase 1","16","v","negative",3,-81
"Experiment 2","Phase 1","17","v","negative",3,-67
"Experiment 2","Phase 1","18","v","negative",3,-60
"Experiment 2","Phase 1","19","v","negative",3,-19
"Experiment 2","Phase 1","20","v","negative",3,-20
"Experiment 2","Phase 1","21","v","negative",3,-43
"Experiment 2","Phase 1","22","v","negative",3,-100
"Experiment 2","Phase 1","23","v","negative",3,-11
"Experiment 2","Phase 1","24","v","negative",3,-34
"Experiment 2","Phase 1","25","v","negative",3,-100
"Experiment 2","Phase 1","26","v","negative",3,-33
"Experiment 2","Phase 1","27","v","negative",3,-51
"Experiment 2","Phase 1","28","v","negative",3,-80
"Experiment 2","Phase 1","29","v","negative",3,-95
"Experiment 2","Phase 1","30","v","negative",3,-47
"Experiment 2","Phase 1","31","v","negative",3,-60
"Experiment 2","Phase 1","32","v","negative",3,-25
"Experiment 2","Phase 1","33","v","negative",3,-100
"Experiment 2","Phase 1","34","v","negative",3,-55
"Experiment 1","Phase 1","1","n","negative",4,0
"Experiment 1","Phase 1","2","n","negative",4,-100
"Experiment 1","Phase 1","3","n","negative",4,-62
"Experiment 1","Phase 1","4","n","negative",4,-69
"Experiment 1","Phase 1","5","n","negative",4,-43
"Experiment 1","Phase 1","6","n","negative",4,-40
"Experiment 1","Phase 1","7","n","negative",4,-100
"Experiment 1","Phase 1","8","n","negative",4,50
"Experiment 1","Phase 1","9","n","negative",4,-39
"Experiment 1","Phase 1","10","n","negative",4,-80
"Experiment 1","Phase 1","11","n","negative",4,-40
"Experiment 1","Phase 1","12","n","negative",4,-61
"Experiment 1","Phase 1","13","n","negative",4,-89
"Experiment 1","Phase 1","14","n","negative",4,-28
"Experiment 1","Phase 1","15","n","negative",4,-33
"Experiment 1","Phase 1","16","n","negative",4,-60
"Experiment 1","Phase 1","17","n","negative",4,-43
"Experiment 1","Phase 1","18","n","negative",4,-100
"Experiment 1","Phase 1","19","n","negative",4,-74
"Experiment 1","Phase 1","20","n","negative",4,-48
"Experiment 1","Phase 1","21","n","negative",4,-49
"Experiment 1","Phase 1","22","n","negative",4,-97
"Experiment 1","Phase 1","23","n","negative",4,-64
"Experiment 1","Phase 1","24","n","negative",4,-100
"Experiment 1","Phase 1","25","n","negative",4,-57
"Experiment 1","Phase 1","26","n","negative",4,-40
"Experiment 1","Phase 1","27","n","negative",4,-60
"Experiment 1","Phase 1","28","n","negative",4,-18
"Experiment 1","Phase 1","29","n","negative",4,-88
"Experiment 1","Phase 1","30","n","negative",4,-68
"Experiment 1","Phase 1","31","n","negative",4,-1
"Experiment 1","Phase 1","32","n","negative",4,-38
"Experiment 1","Phase 1","33","n","negative",4,-63
"Experiment 1","Phase 1","34","n","negative",4,-32
"Experiment 1","Phase 1","35","n","negative",4,-41
"Experiment 1","Phase 1","36","n","negative",4,-14
"Experiment 1","Phase 1","37","n","negative",4,-40
"Experiment 1","Phase 1","38","n","negative",4,-56
"Experiment 1","Phase 1","39","n","negative",4,-89
"Experiment 1","Phase 1","40","n","negative",4,-100
"Experiment 1","Phase 1","41","n","negative",4,-55
"Experiment 1","Phase 1","42","n","negative",4,-60
"Experiment 1","Phase 1","43","n","negative",4,-36
"Experiment 1","Phase 1","44","n","negative",4,-60
"Experiment 1","Phase 1","45","n","negative",4,-70
"Experiment 1","Phase 1","46","n","negative",4,-18
"Experiment 1","Phase 1","47","n","negative",4,-55
"Experiment 1","Phase 1","1","p","positive",4,75
"Experiment 1","Phase 1","2","p","positive",4,100
"Experiment 1","Phase 1","3","p","positive",4,51
"Experiment 1","Phase 1","4","p","positive",4,100
"Experiment 1","Phase 1","5","p","positive",4,54
"Experiment 1","Phase 1","6","p","positive",4,60
"Experiment 1","Phase 1","7","p","positive",4,100
"Experiment 1","Phase 1","8","p","positive",4,31
"Experiment 1","Phase 1","9","p","positive",4,85
"Experiment 1","Phase 1","10","p","positive",4,60
"Experiment 1","Phase 1","11","p","positive",4,60
"Experiment 1","Phase 1","12","p","positive",4,80
"Experiment 1","Phase 1","13","p","positive",4,11
"Experiment 1","Phase 1","14","p","positive",4,54
"Experiment 1","Phase 1","15","p","positive",4,10
"Experiment 1","Phase 1","16","p","positive",4,60
"Experiment 1","Phase 1","17","p","positive",4,27
"Experiment 1","Phase 1","18","p","positive",4,100
"Experiment 1","Phase 1","19","p","positive",4,63
"Experiment 1","Phase 1","20","p","positive",4,72
"Experiment 1","Phase 1","21","p","positive",4,99
"Experiment 1","Phase 1","22","p","positive",4,82
"Experiment 1","Phase 1","23","p","positive",4,43
"Experiment 1","Phase 1","24","p","positive",4,100
"Experiment 1","Phase 1","25","p","positive",4,68
"Experiment 1","Phase 1","26","p","positive",4,60
"Experiment 1","Phase 1","27","p","positive",4,20
"Experiment 1","Phase 1","28","p","positive",4,31
"Experiment 1","Phase 1","29","p","positive",4,-16
"Experiment 1","Phase 1","30","p","positive",4,30
"Experiment 1","Phase 1","31","p","positive",4,-1
"Experiment 1","Phase 1","32","p","positive",4,79
"Experiment 1","Phase 1","33","p","positive",4,41
"Experiment 1","Phase 1","34","p","positive",4,64
"Experiment 1","Phase 1","35","p","positive",4,38
"Experiment 1","Phase 1","36","p","positive",4,0
"Experiment 1","Phase 1","37","p","positive",4,60
"Experiment 1","Phase 1","38","p","positive",4,20
"Experiment 1","Phase 1","39","p","positive",4,100
"Experiment 1","Phase 1","40","p","positive",4,60
"Experiment 1","Phase 1","41","p","positive",4,52
"Experiment 1","Phase 1","42","p","positive",4,31
"Experiment 1","Phase 1","43","p","positive",4,-75
"Experiment 1","Phase 1","44","p","positive",4,60
"Experiment 1","Phase 1","45","p","positive",4,94
"Experiment 1","Phase 1","46","p","positive",4,45
"Experiment 1","Phase 1","47","p","positive",4,100
"Experiment 1","Phase 1","1","u","positive",4,0
"Experiment 1","Phase 1","2","u","positive",4,28
"Experiment 1","Phase 1","3","u","positive",4,11
"Experiment 1","Phase 1","4","u","positive",4,50
"Experiment 1","Phase 1","5","u","positive",4,0
"Experiment 1","Phase 1","6","u","positive",4,10
"Experiment 1","Phase 1","7","u","positive",4,100
"Experiment 1","Phase 1","8","u","positive",4,-20
"Experiment 1","Phase 1","9","u","positive",4,17.5
"Experiment 1","Phase 1","10","u","positive",4,50
"Experiment 1","Phase 1","11","u","positive",4,0
"Experiment 1","Phase 1","12","u","positive",4,66
"Experiment 1","Phase 1","13","u","positive",4,53
"Experiment 1","Phase 1","14","u","positive",4,26
"Experiment 1","Phase 1","15","u","positive",4,58.5
"Experiment 1","Phase 1","16","u","positive",4,20
"Experiment 1","Phase 1","17","u","positive",4,33.5
"Experiment 1","Phase 1","18","u","positive",4,70
"Experiment 1","Phase 1","19","u","positive",4,46
"Experiment 1","Phase 1","20","u","positive",4,55.5
"Experiment 1","Phase 1","21","u","positive",4,-1
"Experiment 1","Phase 1","22","u","positive",4,-25.5
"Experiment 1","Phase 1","23","u","positive",4,-43
"Experiment 1","Phase 1","24","u","positive",4,27
"Experiment 1","Phase 1","25","u","positive",4,-3
"Experiment 1","Phase 1","26","u","positive",4,-10
"Experiment 1","Phase 1","27","u","positive",4,10
"Experiment 1","Phase 1","28","u","positive",4,11
"Experiment 1","Phase 1","29","u","positive",4,50
"Experiment 1","Phase 1","30","u","positive",4,25.5
"Experiment 1","Phase 1","31","u","positive",4,61.5
"Experiment 1","Phase 1","32","u","positive",4,0
"Experiment 1","Phase 1","33","u","positive",4,-8
"Experiment 1","Phase 1","34","u","positive",4,-3
"Experiment 1","Phase 1","35","u","positive",4,16
"Experiment 1","Phase 1","36","u","positive",4,-13
"Experiment 1","Phase 1","37","u","positive",4,20
"Experiment 1","Phase 1","38","u","positive",4,37.5
"Experiment 1","Phase 1","39","u","positive",4,80
"Experiment 1","Phase 1","40","u","positive",4,80
"Experiment 1","Phase 1","41","u","positive",4,20
"Experiment 1","Phase 1","42","u","positive",4,35.5
"Experiment 1","Phase 1","43","u","positive",4,30
"Experiment 1","Phase 1","44","u","positive",4,-10
"Experiment 1","Phase 1","45","u","positive",4,-81
"Experiment 1","Phase 1","46","u","positive",4,56
"Experiment 1","Phase 1","47","u","positive",4,-38
"Experiment 1","Phase 1","1","v","negative",4,-60
"Experiment 1","Phase 1","2","v","negative",4,-49
"Experiment 1","Phase 1","3","v","negative",4,4
"Experiment 1","Phase 1","4","v","negative",4,-50
"Experiment 1","Phase 1","5","v","negative",4,-46
"Experiment 1","Phase 1","6","v","negative",4,-10
"Experiment 1","Phase 1","7","v","negative",4,-100
"Experiment 1","Phase 1","8","v","negative",4,-69.5
"Experiment 1","Phase 1","9","v","negative",4,-72
"Experiment 1","Phase 1","10","v","negative",4,-20
"Experiment 1","Phase 1","11","v","negative",4,-10
"Experiment 1","Phase 1","12","v","negative",4,-51.5
"Experiment 1","Phase 1","13","v","negative",4,-7.5
"Experiment 1","Phase 1","14","v","negative",4,-22.5
"Experiment 1","Phase 1","15","v","negative",4,-31.5
"Experiment 1","Phase 1","16","v","negative",4,70
"Experiment 1","Phase 1","17","v","negative",4,-19
"Experiment 1","Phase 1","18","v","negative",4,-80
"Experiment 1","Phase 1","19","v","negative",4,-36
"Experiment 1","Phase 1","20","v","negative",4,-53
"Experiment 1","Phase 1","21","v","negative",4,-79
"Experiment 1","Phase 1","22","v","negative",4,-70.5
"Experiment 1","Phase 1","23","v","negative",4,-19
"Experiment 1","Phase 1","24","v","negative",4,-28.5
"Experiment 1","Phase 1","25","v","negative",4,-48
"Experiment 1","Phase 1","26","v","negative",4,50
"Experiment 1","Phase 1","27","v","negative",4,0
"Experiment 1","Phase 1","28","v","negative",4,1.5
"Experiment 1","Phase 1","29","v","negative",4,-22.5
"Experiment 1","Phase 1","30","v","negative",4,-17
"Experiment 1","Phase 1","31","v","negative",4,-23.5
"Experiment 1","Phase 1","32","v","negative",4,30.5
"Experiment 1","Phase 1","33","v","negative",4,-41.5
"Experiment 1","Phase 1","34","v","negative",4,-6
"Experiment 1","Phase 1","35","v","negative",4,18.5
"Experiment 1","Phase 1","36","v","negative",4,-51
"Experiment 1","Phase 1","37","v","negative",4,-30
"Experiment 1","Phase 1","38","v","negative",4,-36
"Experiment 1","Phase 1","39","v","negative",4,-100
"Experiment 1","Phase 1","40","v","negative",4,-20
"Experiment 1","Phase 1","41","v","negative",4,-23.5
"Experiment 1","Phase 1","42","v","negative",4,-30
"Experiment 1","Phase 1","43","v","negative",4,-45.5
"Experiment 1","Phase 1","44","v","negative",4,-40
"Experiment 1","Phase 1","45","v","negative",4,-18
"Experiment 1","Phase 1","46","v","negative",4,8.5
"Experiment 1","Phase 1","47","v","negative",4,-54.5
"Experiment 2","Phase 1","1","n","negative",4,-53
"Experiment 2","Phase 1","2","n","negative",4,-30
"Experiment 2","Phase 1","3","n","negative",4,-57
"Experiment 2","Phase 1","4","n","negative",4,0
"Experiment 2","Phase 1","5","n","negative",4,-60
"Experiment 2","Phase 1","6","n","negative",4,-100
"Experiment 2","Phase 1","7","n","negative",4,-50
"Experiment 2","Phase 1","8","n","negative",4,-62
"Experiment 2","Phase 1","9","n","negative",4,-38
"Experiment 2","Phase 1","10","n","negative",4,27
"Experiment 2","Phase 1","11","n","negative",4,-52
"Experiment 2","Phase 1","12","n","negative",4,-8
"Experiment 2","Phase 1","13","n","negative",4,-86
"Experiment 2","Phase 1","14","n","negative",4,15
"Experiment 2","Phase 1","15","n","negative",4,-49
"Experiment 2","Phase 1","16","n","negative",4,-61
"Experiment 2","Phase 1","17","n","negative",4,-58
"Experiment 2","Phase 1","18","n","negative",4,-80
"Experiment 2","Phase 1","19","n","negative",4,-96
"Experiment 2","Phase 1","20","n","negative",4,-80
"Experiment 2","Phase 1","21","n","negative",4,-47
"Experiment 2","Phase 1","22","n","negative",4,-29
"Experiment 2","Phase 1","23","n","negative",4,-13
"Experiment 2","Phase 1","24","n","negative",4,-61
"Experiment 2","Phase 1","25","n","negative",4,-97
"Experiment 2","Phase 1","26","n","negative",4,-41
"Experiment 2","Phase 1","27","n","negative",4,-57
"Experiment 2","Phase 1","28","n","negative",4,-60
"Experiment 2","Phase 1","29","n","negative",4,-90
"Experiment 2","Phase 1","30","n","negative",4,-69
"Experiment 2","Phase 1","31","n","negative",4,-60
"Experiment 2","Phase 1","32","n","negative",4,-69
"Experiment 2","Phase 1","33","n","negative",4,-78
"Experiment 2","Phase 1","34","n","negative",4,-49
"Experiment 2","Phase 1","1","p","positive",4,12
"Experiment 2","Phase 1","2","p","positive",4,36
"Experiment 2","Phase 1","3","p","positive",4,49
"Experiment 2","Phase 1","4","p","positive",4,100
"Experiment 2","Phase 1","5","p","positive",4,80
"Experiment 2","Phase 1","6","p","positive",4,-53
"Experiment 2","Phase 1","7","p","positive",4,61
"Experiment 2","Phase 1","8","p","positive",4,61
"Experiment 2","Phase 1","9","p","positive",4,23
"Experiment 2","Phase 1","10","p","positive",4,30
"Experiment 2","Phase 1","11","p","positive",4,100
"Experiment 2","Phase 1","12","p","positive",4,28
"Experiment 2","Phase 1","13","p","positive",4,88
"Experiment 2","Phase 1","14","p","positive",4,44
"Experiment 2","Phase 1","15","p","positive",4,32
"Experiment 2","Phase 1","16","p","positive",4,60
"Experiment 2","Phase 1","17","p","positive",4,61
"Experiment 2","Phase 1","18","p","positive",4,100
"Experiment 2","Phase 1","19","p","positive",4,39
"Experiment 2","Phase 1","20","p","positive",4,40
"Experiment 2","Phase 1","21","p","positive",4,42
"Experiment 2","Phase 1","22","p","positive",4,55
"Experiment 2","Phase 1","23","p","positive",4,19
"Experiment 2","Phase 1","24","p","positive",4,6
"Experiment 2","Phase 1","25","p","positive",4,100
"Experiment 2","Phase 1","26","p","positive",4,9
"Experiment 2","Phase 1","27","p","positive",4,34
"Experiment 2","Phase 1","28","p","positive",4,-20
"Experiment 2","Phase 1","29","p","positive",4,100
"Experiment 2","Phase 1","30","p","positive",4,80
"Experiment 2","Phase 1","31","p","positive",4,60
"Experiment 2","Phase 1","32","p","positive",4,74
"Experiment 2","Phase 1","33","p","positive",4,100
"Experiment 2","Phase 1","34","p","positive",4,38
"Experiment 2","Phase 1","1","u","positive",4,21
"Experiment 2","Phase 1","2","u","positive",4,44
"Experiment 2","Phase 1","3","u","positive",4,52
"Experiment 2","Phase 1","4","u","positive",4,7.5
"Experiment 2","Phase 1","5","u","positive",4,40
"Experiment 2","Phase 1","6","u","positive",4,53.5
"Experiment 2","Phase 1","7","u","positive",4,34
"Experiment 2","Phase 1","8","u","positive",4,29.5
"Experiment 2","Phase 1","9","u","positive",4,-11
"Experiment 2","Phase 1","10","u","positive",4,-27.5
"Experiment 2","Phase 1","11","u","positive",4,64
"Experiment 2","Phase 1","12","u","positive",4,18
"Experiment 2","Phase 1","13","u","positive",4,83
"Experiment 2","Phase 1","14","u","positive",4,12.5
"Experiment 2","Phase 1","15","u","positive",4,3.5
"Experiment 2","Phase 1","16","u","positive",4,-8.5
"Experiment 2","Phase 1","17","u","positive",4,62
"Experiment 2","Phase 1","18","u","positive",4,20
"Experiment 2","Phase 1","19","u","positive",4,43.5
"Experiment 2","Phase 1","20","u","positive",4,20
"Experiment 2","Phase 1","21","u","positive",4,-43
"Experiment 2","Phase 1","22","u","positive",4,42.5
"Experiment 2","Phase 1","23","u","positive",4,29
"Experiment 2","Phase 1","24","u","positive",4,17.5
"Experiment 2","Phase 1","25","u","positive",4,14.5
"Experiment 2","Phase 1","26","u","positive",4,38
"Experiment 2","Phase 1","27","u","positive",4,52
"Experiment 2","Phase 1","28","u","positive",4,0
"Experiment 2","Phase 1","29","u","positive",4,35
"Experiment 2","Phase 1","30","u","positive",4,29
"Experiment 2","Phase 1","31","u","positive",4,70
"Experiment 2","Phase 1","32","u","positive",4,-27
"Experiment 2","Phase 1","33","u","positive",4,80
"Experiment 2","Phase 1","34","u","positive",4,-10
"Experiment 2","Phase 1","1","v","negative",4,-29
"Experiment 2","Phase 1","2","v","negative",4,-57
"Experiment 2","Phase 1","3","v","negative",4,-36
"Experiment 2","Phase 1","4","v","negative",4,-20
"Experiment 2","Phase 1","5","v","negative",4,-40
"Experiment 2","Phase 1","6","v","negative",4,-100
"Experiment 2","Phase 1","7","v","negative",4,-43
"Experiment 2","Phase 1","8","v","negative",4,22
"Experiment 2","Phase 1","9","v","negative",4,-59
"Experiment 2","Phase 1","10","v","negative",4,-32
"Experiment 2","Phase 1","11","v","negative",4,-39
"Experiment 2","Phase 1","12","v","negative",4,-20
"Experiment 2","Phase 1","13","v","negative",4,-91
"Experiment 2","Phase 1","14","v","negative",4,23
"Experiment 2","Phase 1","15","v","negative",4,28
"Experiment 2","Phase 1","16","v","negative",4,3
"Experiment 2","Phase 1","17","v","negative",4,-66
"Experiment 2","Phase 1","18","v","negative",4,-60
"Experiment 2","Phase 1","19","v","negative",4,-50
"Experiment 2","Phase 1","20","v","negative",4,-20
"Experiment 2","Phase 1","21","v","negative",4,35
"Experiment 2","Phase 1","22","v","negative",4,-100
"Experiment 2","Phase 1","23","v","negative",4,-18
"Experiment 2","Phase 1","24","v","negative",4,-43
"Experiment 2","Phase 1","25","v","negative",4,59
"Experiment 2","Phase 1","26","v","negative",4,-33
"Experiment 2","Phase 1","27","v","negative",4,-28
"Experiment 2","Phase 1","28","v","negative",4,20
"Experiment 2","Phase 1","29","v","negative",4,-90
"Experiment 2","Phase 1","30","v","negative",4,-69
"Experiment 2","Phase 1","31","v","negative",4,-60
"Experiment 2","Phase 1","32","v","negative",4,-24
"Experiment 2","Phase 1","33","v","negative",4,-100
"Experiment 2","Phase 1","34","v","negative",4,-89
"Experiment 1","Phase 1","1","n","negative",5,-22
"Experiment 1","Phase 1","2","n","negative",5,-49
"Experiment 1","Phase 1","3","n","negative",5,47
"Experiment 1","Phase 1","4","n","negative",5,0
"Experiment 1","Phase 1","5","n","negative",5,-49
"Experiment 1","Phase 1","6","n","negative",5,-20
"Experiment 1","Phase 1","7","n","negative",5,30
"Experiment 1","Phase 1","8","n","negative",5,-51
"Experiment 1","Phase 1","9","n","negative",5,-95
"Experiment 1","Phase 1","10","n","negative",5,-80
"Experiment 1","Phase 1","11","n","negative",5,-40
"Experiment 1","Phase 1","12","n","negative",5,-80
"Experiment 1","Phase 1","13","n","negative",5,-98
"Experiment 1","Phase 1","14","n","negative",5,0
"Experiment 1","Phase 1","15","n","negative",5,-66
"Experiment 1","Phase 1","16","n","negative",5,-60
"Experiment 1","Phase 1","17","n","negative",5,-51
"Experiment 1","Phase 1","18","n","negative",5,-100
"Experiment 1","Phase 1","19","n","negative",5,-78
"Experiment 1","Phase 1","20","n","negative",5,-25
"Experiment 1","Phase 1","21","n","negative",5,-100
"Experiment 1","Phase 1","22","n","negative",5,-80
"Experiment 1","Phase 1","23","n","negative",5,-100
"Experiment 1","Phase 1","24","n","negative",5,-100
"Experiment 1","Phase 1","25","n","negative",5,-49
"Experiment 1","Phase 1","26","n","negative",5,-40
"Experiment 1","Phase 1","27","n","negative",5,-60
"Experiment 1","Phase 1","28","n","negative",5,-24
"Experiment 1","Phase 1","29","n","negative",5,-100
"Experiment 1","Phase 1","30","n","negative",5,-56
"Experiment 1","Phase 1","31","n","negative",5,-89
"Experiment 1","Phase 1","32","n","negative",5,-30
"Experiment 1","Phase 1","33","n","negative",5,-55
"Experiment 1","Phase 1","34","n","negative",5,-44
"Experiment 1","Phase 1","35","n","negative",5,-36
"Experiment 1","Phase 1","36","n","negative",5,12
"Experiment 1","Phase 1","37","n","negative",5,-20
"Experiment 1","Phase 1","38","n","negative",5,-60
"Experiment 1","Phase 1","39","n","negative",5,-63
"Experiment 1","Phase 1","40","n","negative",5,0
"Experiment 1","Phase 1","41","n","negative",5,50
"Experiment 1","Phase 1","42","n","negative",5,-60
"Experiment 1","Phase 1","43","n","negative",5,-80
"Experiment 1","Phase 1","44","n","negative",5,-20
"Experiment 1","Phase 1","45","n","negative",5,-88
"Experiment 1","Phase 1","46","n","negative",5,-18
"Experiment 1","Phase 1","47","n","negative",5,-100
"Experiment 1","Phase 1","1","p","positive",5,30
"Experiment 1","Phase 1","2","p","positive",5,100
"Experiment 1","Phase 1","3","p","positive",5,94
"Experiment 1","Phase 1","4","p","positive",5,0
"Experiment 1","Phase 1","5","p","positive",5,47
"Experiment 1","Phase 1","6","p","positive",5,-40
"Experiment 1","Phase 1","7","p","positive",5,72
"Experiment 1","Phase 1","8","p","positive",5,84
"Experiment 1","Phase 1","9","p","positive",5,100
"Experiment 1","Phase 1","10","p","positive",5,40
"Experiment 1","Phase 1","11","p","positive",5,80
"Experiment 1","Phase 1","12","p","positive",5,72
"Experiment 1","Phase 1","13","p","positive",5,50
"Experiment 1","Phase 1","14","p","positive",5,51
"Experiment 1","Phase 1","15","p","positive",5,42
"Experiment 1","Phase 1","16","p","positive",5,0
"Experiment 1","Phase 1","17","p","positive",5,29
"Experiment 1","Phase 1","18","p","positive",5,81
"Experiment 1","Phase 1","19","p","positive",5,73
"Experiment 1","Phase 1","20","p","positive",5,76
"Experiment 1","Phase 1","21","p","positive",5,100
"Experiment 1","Phase 1","22","p","positive",5,0
"Experiment 1","Phase 1","23","p","positive",5,100
"Experiment 1","Phase 1","24","p","positive",5,100
"Experiment 1","Phase 1","25","p","positive",5,69
"Experiment 1","Phase 1","26","p","positive",5,0
"Experiment 1","Phase 1","27","p","positive",5,40
"Experiment 1","Phase 1","28","p","positive",5,18
"Experiment 1","Phase 1","29","p","positive",5,7
"Experiment 1","Phase 1","30","p","positive",5,20
"Experiment 1","Phase 1","31","p","positive",5,13
"Experiment 1","Phase 1","32","p","positive",5,30
"Experiment 1","Phase 1","33","p","positive",5,56
"Experiment 1","Phase 1","34","p","positive",5,70
"Experiment 1","Phase 1","35","p","positive",5,60
"Experiment 1","Phase 1","36","p","positive",5,78
"Experiment 1","Phase 1","37","p","positive",5,80
"Experiment 1","Phase 1","38","p","positive",5,40
"Experiment 1","Phase 1","39","p","positive",5,74
"Experiment 1","Phase 1","40","p","positive",5,40
"Experiment 1","Phase 1","41","p","positive",5,49
"Experiment 1","Phase 1","42","p","positive",5,24
"Experiment 1","Phase 1","43","p","positive",5,-36
"Experiment 1","Phase 1","44","p","positive",5,60
"Experiment 1","Phase 1","45","p","positive",5,92
"Experiment 1","Phase 1","46","p","positive",5,63
"Experiment 1","Phase 1","47","p","positive",5,100
"Experiment 1","Phase 1","1","u","positive",5,37
"Experiment 1","Phase 1","2","u","positive",5,21.5
"Experiment 1","Phase 1","3","u","positive",5,58.5
"Experiment 1","Phase 1","4","u","positive",5,50
"Experiment 1","Phase 1","5","u","positive",5,2.5
"Experiment 1","Phase 1","6","u","positive",5,10
"Experiment 1","Phase 1","7","u","positive",5,0
"Experiment 1","Phase 1","8","u","positive",5,24
"Experiment 1","Phase 1","9","u","positive",5,65
"Experiment 1","Phase 1","10","u","positive",5,50
"Experiment 1","Phase 1","11","u","positive",5,-10
"Experiment 1","Phase 1","12","u","positive",5,80
"Experiment 1","Phase 1","13","u","positive",5,53
"Experiment 1","Phase 1","14","u","positive",5,29.5
"Experiment 1","Phase 1","15","u","positive",5,24
"Experiment 1","Phase 1","16","u","positive",5,20
"Experiment 1","Phase 1","17","u","positive",5,26
"Experiment 1","Phase 1","18","u","positive",5,70
"Experiment 1","Phase 1","19","u","positive",5,37.5
"Experiment 1","Phase 1","20","u","positive",5,60
"Experiment 1","Phase 1","21","u","positive",5,-25
"Experiment 1","Phase 1","22","u","positive",5,7.5
"Experiment 1","Phase 1","23","u","positive",5,24
"Experiment 1","Phase 1","24","u","positive",5,29.5
"Experiment 1","Phase 1","25","u","positive",5,24.5
"Experiment 1","Phase 1","26","u","positive",5,0
"Experiment 1","Phase 1","27","u","positive",5,10
"Experiment 1","Phase 1","28","u","positive",5,-23
"Experiment 1","Phase 1","29","u","positive",5,48.5
"Experiment 1","Phase 1","30","u","positive",5,31
"Experiment 1","Phase 1","31","u","positive",5,60.5
"Experiment 1","Phase 1","32","u","positive",5,3.5
"Experiment 1","Phase 1","33","u","positive",5,20
"Experiment 1","Phase 1","34","u","positive",5,14
"Experiment 1","Phase 1","35","u","positive",5,5.5
"Experiment 1","Phase 1","36","u","positive",5,38
"Experiment 1","Phase 1","37","u","positive",5,30
"Experiment 1","Phase 1","38","u","positive",5,29.5
"Experiment 1","Phase 1","39","u","positive",5,51.5
"Experiment 1","Phase 1","40","u","positive",5,50
"Experiment 1","Phase 1","41","u","positive",5,75
"Experiment 1","Phase 1","42","u","positive",5,33.5
"Experiment 1","Phase 1","43","u","positive",5,30
"Experiment 1","Phase 1","44","u","positive",5,50
"Experiment 1","Phase 1","45","u","positive",5,97
"Experiment 1","Phase 1","46","u","positive",5,51
"Experiment 1","Phase 1","47","u","positive",5,36
"Experiment 1","Phase 1","1","v","negative",5,-41.5
"Experiment 1","Phase 1","2","v","negative",5,-74.5
"Experiment 1","Phase 1","3","v","negative",5,-4.5
"Experiment 1","Phase 1","4","v","negative",5,-77.5
"Experiment 1","Phase 1","5","v","negative",5,-53
"Experiment 1","Phase 1","6","v","negative",5,0
"Experiment 1","Phase 1","7","v","negative",5,-71.5
"Experiment 1","Phase 1","8","v","negative",5,-73
"Experiment 1","Phase 1","9","v","negative",5,-70
"Experiment 1","Phase 1","10","v","negative",5,-70
"Experiment 1","Phase 1","11","v","negative",5,-20
"Experiment 1","Phase 1","12","v","negative",5,-55.5
"Experiment 1","Phase 1","13","v","negative",5,0.5
"Experiment 1","Phase 1","14","v","negative",5,-24.5
"Experiment 1","Phase 1","15","v","negative",5,-67.5
"Experiment 1","Phase 1","16","v","negative",5,70
"Experiment 1","Phase 1","17","v","negative",5,-24
"Experiment 1","Phase 1","18","v","negative",5,-80
"Experiment 1","Phase 1","19","v","negative",5,-50.5
"Experiment 1","Phase 1","20","v","negative",5,-23.5
"Experiment 1","Phase 1","21","v","negative",5,-70.5
"Experiment 1","Phase 1","22","v","negative",5,-1
"Experiment 1","Phase 1","23","v","negative",5,-50
"Experiment 1","Phase 1","24","v","negative",5,-30.5
"Experiment 1","Phase 1","25","v","negative",5,-45.5
"Experiment 1","Phase 1","26","v","negative",5,-20
"Experiment 1","Phase 1","27","v","negative",5,0
"Experiment 1","Phase 1","28","v","negative",5,-29
"Experiment 1","Phase 1","29","v","negative",5,-6.5
"Experiment 1","Phase 1","30","v","negative",5,-45
"Experiment 1","Phase 1","31","v","negative",5,-42
"Experiment 1","Phase 1","32","v","negative",5,23.5
"Experiment 1","Phase 1","33","v","negative",5,-29.5
"Experiment 1","Phase 1","34","v","negative",5,-4.5
"Experiment 1","Phase 1","35","v","negative",5,43
"Experiment 1","Phase 1","36","v","negative",5,12
"Experiment 1","Phase 1","37","v","negative",5,-70
