"phase","parPri","parPub","trial","rat","phaseNum","nRating","stim","nRat","rat0comp","spq","excInh","ctrlType"
"ph2",5885403,"xnhi58h9",1,2,2,"ph2_1","B",9,2,64,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",2,94,2,"ph2_1","C",9,94,64,"Exc","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",3,94,2,"ph2_1","K",9,-94,64,"Inh","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",4,0,2,"ph2_1","Z",9,0,64,"Inh","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",5,-90,2,"ph2_1","R",9,90,64,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",6,0,2,"ph2_1","E",9,0,64,"Inh","pre. (E & I)"
"ph2",5885403,"xnhi58h9",7,-64,2,"ph2_1","I",9,64,64,"Exc","pre. (E & I)"
"ph2",5885403,"xnhi58h9",8,76,2,"ph2_1","S",9,76,64,"Exc","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",9,-30,2,"ph2_2","Z",10,30,64,"Inh","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",10,0,2,"ph2_2","C",10,0,64,"Exc","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",11,-54,2,"ph2_2","E",10,-54,64,"Inh","pre. (E & I)"
"ph2",5885403,"xnhi58h9",12,-2,2,"ph2_2","B",10,-2,64,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",13,58,2,"ph2_2","K",10,-58,64,"Inh","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",14,-40,2,"ph2_2","S",10,-40,64,"Exc","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",15,56,2,"ph2_2","I",10,-56,64,"Exc","pre. (E & I)"
"ph2",5885403,"xnhi58h9",16,-52,2,"ph2_2","R",10,52,64,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",17,0,2,"ph2_4","K",12,0,64,"Inh","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",18,-56,2,"ph2_4","R",12,56,64,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",19,52,2,"ph2_4","C",12,52,64,"Exc","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",20,50,2,"ph2_4","S",12,50,64,"Exc","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",21,54,2,"ph2_4","I",12,-54,64,"Exc","pre. (E & I)"
"ph2",5885403,"xnhi58h9",22,-2,2,"ph2_4","E",12,-2,64,"Inh","pre. (E & I)"
"ph2",5885403,"xnhi58h9",23,-46,2,"ph2_4","B",12,-46,64,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",24,-52,2,"ph2_4","Z",12,52,64,"Inh","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",25,-44,2,"ph2_8","I",16,44,64,"Exc","pre. (E & I)"
"ph2",5885403,"xnhi58h9",26,56,2,"ph2_8","S",16,56,64,"Exc","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",27,-38,2,"ph2_8","R",16,38,64,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",28,48,2,"ph2_8","B",16,48,64,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885403,"xnhi58h9",29,52,2,"ph2_8","E",16,52,64,"Inh","pre. (E & I)"
"ph2",5885403,"xnhi58h9",30,-58,2,"ph2_8","Z",16,58,64,"Inh","sup. (S & Z)"
"ph2",5885403,"xnhi58h9",31,58,2,"ph2_8","C",16,58,64,"Exc","sup. ctrl. (K & C)"
"ph2",5885403,"xnhi58h9",32,0,2,"ph2_8","K",16,0,64,"Inh","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",1,32,2,"ph2_1","Z",9,-32,97,"Inh","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",2,36,2,"ph2_1","S",9,36,97,"Exc","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",3,-46,2,"ph2_1","I",9,46,97,"Exc","pre. (E & I)"
"ph2",5885367,"bay5uh8d",4,42,2,"ph2_1","R",9,-42,97,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",5,44,2,"ph2_1","E",9,44,97,"Inh","pre. (E & I)"
"ph2",5885367,"bay5uh8d",6,50,2,"ph2_1","B",9,50,97,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",7,-40,2,"ph2_1","C",9,-40,97,"Exc","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",8,38,2,"ph2_1","K",9,-38,97,"Inh","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",9,0,2,"ph2_2","C",10,0,97,"Exc","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",10,0,2,"ph2_2","E",10,0,97,"Inh","pre. (E & I)"
"ph2",5885367,"bay5uh8d",11,-46,2,"ph2_2","Z",10,46,97,"Inh","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",12,-2,2,"ph2_2","B",10,-2,97,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",13,46,2,"ph2_2","S",10,46,97,"Exc","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",14,0,2,"ph2_2","K",10,0,97,"Inh","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",15,0,2,"ph2_2","R",10,0,97,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",16,-50,2,"ph2_2","I",10,50,97,"Exc","pre. (E & I)"
"ph2",5885367,"bay5uh8d",17,0,2,"ph2_4","Z",12,0,97,"Inh","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",18,0,2,"ph2_4","C",12,0,97,"Exc","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",19,-40,2,"ph2_4","I",12,40,97,"Exc","pre. (E & I)"
"ph2",5885367,"bay5uh8d",20,0,2,"ph2_4","R",12,0,97,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",21,2,2,"ph2_4","S",12,2,97,"Exc","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",22,0,2,"ph2_4","B",12,0,97,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",23,44,2,"ph2_4","E",12,44,97,"Inh","pre. (E & I)"
"ph2",5885367,"bay5uh8d",24,40,2,"ph2_4","K",12,-40,97,"Inh","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",25,-24,2,"ph2_8","I",16,24,97,"Exc","pre. (E & I)"
"ph2",5885367,"bay5uh8d",26,0,2,"ph2_8","S",16,0,97,"Exc","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",27,0,2,"ph2_8","C",16,0,97,"Exc","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",28,38,2,"ph2_8","Z",16,-38,97,"Inh","sup. (S & Z)"
"ph2",5885367,"bay5uh8d",29,0,2,"ph2_8","R",16,0,97,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",30,56,2,"ph2_8","B",16,56,97,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885367,"bay5uh8d",31,-54,2,"ph2_8","K",16,54,97,"Inh","sup. ctrl. (K & C)"
"ph2",5885367,"bay5uh8d",32,0,2,"ph2_8","E",16,0,97,"Inh","pre. (E & I)"
"ph2",5885202,"7y1v9khg",1,60,2,"ph2_1","E",9,60,110,"Inh","pre. (E & I)"
"ph2",5885202,"7y1v9khg",2,22,2,"ph2_1","B",9,22,110,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",3,50,2,"ph2_1","S",9,50,110,"Exc","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",4,-62,2,"ph2_1","I",9,62,110,"Exc","pre. (E & I)"
"ph2",5885202,"7y1v9khg",5,-26,2,"ph2_1","K",9,26,110,"Inh","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",6,-30,2,"ph2_1","R",9,30,110,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",7,-72,2,"ph2_1","Z",9,72,110,"Inh","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",8,16,2,"ph2_1","C",9,16,110,"Exc","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",9,-20,2,"ph2_2","I",10,20,110,"Exc","pre. (E & I)"
"ph2",5885202,"7y1v9khg",10,-24,2,"ph2_2","B",10,-24,110,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",11,58,2,"ph2_2","E",10,58,110,"Inh","pre. (E & I)"
"ph2",5885202,"7y1v9khg",12,0,2,"ph2_2","C",10,0,110,"Exc","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",13,48,2,"ph2_2","S",10,48,110,"Exc","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",14,18,2,"ph2_2","R",10,-18,110,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",15,-70,2,"ph2_2","Z",10,70,110,"Inh","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",16,0,2,"ph2_2","K",10,0,110,"Inh","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",17,22,2,"ph2_4","C",12,22,110,"Exc","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",18,-62,2,"ph2_4","Z",12,62,110,"Inh","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",19,-38,2,"ph2_4","I",12,38,110,"Exc","pre. (E & I)"
"ph2",5885202,"7y1v9khg",20,22,2,"ph2_4","S",12,22,110,"Exc","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",21,-16,2,"ph2_4","R",12,16,110,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",22,-22,2,"ph2_4","B",12,-22,110,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",23,-26,2,"ph2_4","K",12,26,110,"Inh","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",24,26,2,"ph2_4","E",12,26,110,"Inh","pre. (E & I)"
"ph2",5885202,"7y1v9khg",25,-52,2,"ph2_8","I",16,52,110,"Exc","pre. (E & I)"
"ph2",5885202,"7y1v9khg",26,36,2,"ph2_8","S",16,36,110,"Exc","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",27,-80,2,"ph2_8","Z",16,80,110,"Inh","sup. (S & Z)"
"ph2",5885202,"7y1v9khg",28,54,2,"ph2_8","E",16,54,110,"Inh","pre. (E & I)"
"ph2",5885202,"7y1v9khg",29,-16,2,"ph2_8","B",16,-16,110,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",30,-48,2,"ph2_8","K",16,48,110,"Inh","sup. ctrl. (K & C)"
"ph2",5885202,"7y1v9khg",31,16,2,"ph2_8","R",16,-16,110,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885202,"7y1v9khg",32,26,2,"ph2_8","C",16,26,110,"Exc","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",1,96,2,"ph2_1","Z",9,-96,143,"Inh","sup. (S & Z)"
"ph2",5885218,"i8kepgei",2,78,2,"ph2_1","S",9,78,143,"Exc","sup. (S & Z)"
"ph2",5885218,"i8kepgei",3,100,2,"ph2_1","E",9,100,143,"Inh","pre. (E & I)"
"ph2",5885218,"i8kepgei",4,78,2,"ph2_1","K",9,-78,143,"Inh","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",5,80,2,"ph2_1","I",9,-80,143,"Exc","pre. (E & I)"
"ph2",5885218,"i8kepgei",6,100,2,"ph2_1","R",9,-100,143,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",7,78,2,"ph2_1","B",9,78,143,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",8,98,2,"ph2_1","C",9,98,143,"Exc","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",9,100,2,"ph2_2","B",10,100,143,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",10,100,2,"ph2_2","E",10,100,143,"Inh","pre. (E & I)"
"ph2",5885218,"i8kepgei",11,90,2,"ph2_2","C",10,90,143,"Exc","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",12,96,2,"ph2_2","S",10,96,143,"Exc","sup. (S & Z)"
"ph2",5885218,"i8kepgei",13,92,2,"ph2_2","Z",10,-92,143,"Inh","sup. (S & Z)"
"ph2",5885218,"i8kepgei",14,92,2,"ph2_2","I",10,-92,143,"Exc","pre. (E & I)"
"ph2",5885218,"i8kepgei",15,88,2,"ph2_2","K",10,-88,143,"Inh","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",16,94,2,"ph2_2","R",10,-94,143,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",17,86,2,"ph2_4","R",12,-86,143,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",18,90,2,"ph2_4","C",12,90,143,"Exc","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",19,76,2,"ph2_4","K",12,-76,143,"Inh","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",20,82,2,"ph2_4","I",12,-82,143,"Exc","pre. (E & I)"
"ph2",5885218,"i8kepgei",21,76,2,"ph2_4","B",12,76,143,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",22,96,2,"ph2_4","E",12,96,143,"Inh","pre. (E & I)"
"ph2",5885218,"i8kepgei",23,84,2,"ph2_4","S",12,84,143,"Exc","sup. (S & Z)"
"ph2",5885218,"i8kepgei",24,84,2,"ph2_4","Z",12,-84,143,"Inh","sup. (S & Z)"
"ph2",5885218,"i8kepgei",25,82,2,"ph2_8","C",16,82,143,"Exc","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",26,78,2,"ph2_8","I",16,-78,143,"Exc","pre. (E & I)"
"ph2",5885218,"i8kepgei",27,82,2,"ph2_8","B",16,82,143,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",28,86,2,"ph2_8","E",16,86,143,"Inh","pre. (E & I)"
"ph2",5885218,"i8kepgei",29,84,2,"ph2_8","R",16,-84,143,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885218,"i8kepgei",30,78,2,"ph2_8","S",16,78,143,"Exc","sup. (S & Z)"
"ph2",5885218,"i8kepgei",31,94,2,"ph2_8","K",16,-94,143,"Inh","sup. ctrl. (K & C)"
"ph2",5885218,"i8kepgei",32,80,2,"ph2_8","Z",16,-80,143,"Inh","sup. (S & Z)"
"ph2",5885143,"iky3wou4",1,8,2,"ph2_1","R",9,-8,32,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",2,100,2,"ph2_1","E",9,100,32,"Inh","pre. (E & I)"
"ph2",5885143,"iky3wou4",3,-100,2,"ph2_1","I",9,100,32,"Exc","pre. (E & I)"
"ph2",5885143,"iky3wou4",4,0,2,"ph2_1","K",9,0,32,"Inh","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",5,0,2,"ph2_1","S",9,0,32,"Exc","sup. (S & Z)"
"ph2",5885143,"iky3wou4",6,0,2,"ph2_1","B",9,0,32,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",7,-94,2,"ph2_1","Z",9,94,32,"Inh","sup. (S & Z)"
"ph2",5885143,"iky3wou4",8,0,2,"ph2_1","C",9,0,32,"Exc","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",9,0,2,"ph2_2","K",10,0,32,"Inh","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",10,0,2,"ph2_2","R",10,0,32,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",11,-96,2,"ph2_2","I",10,96,32,"Exc","pre. (E & I)"
"ph2",5885143,"iky3wou4",12,0,2,"ph2_2","S",10,0,32,"Exc","sup. (S & Z)"
"ph2",5885143,"iky3wou4",13,94,2,"ph2_2","E",10,94,32,"Inh","pre. (E & I)"
"ph2",5885143,"iky3wou4",14,78,2,"ph2_2","B",10,78,32,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",15,0,2,"ph2_2","C",10,0,32,"Exc","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",16,-66,2,"ph2_2","Z",10,66,32,"Inh","sup. (S & Z)"
"ph2",5885143,"iky3wou4",17,-34,2,"ph2_4","R",12,34,32,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",18,40,2,"ph2_4","S",12,40,32,"Exc","sup. (S & Z)"
"ph2",5885143,"iky3wou4",19,0,2,"ph2_4","K",12,0,32,"Inh","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",20,-16,2,"ph2_4","E",12,-16,32,"Inh","pre. (E & I)"
"ph2",5885143,"iky3wou4",21,-24,2,"ph2_4","B",12,-24,32,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",22,38,2,"ph2_4","I",12,-38,32,"Exc","pre. (E & I)"
"ph2",5885143,"iky3wou4",23,-14,2,"ph2_4","C",12,-14,32,"Exc","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",24,50,2,"ph2_4","Z",12,-50,32,"Inh","sup. (S & Z)"
"ph2",5885143,"iky3wou4",25,44,2,"ph2_8","S",16,44,32,"Exc","sup. (S & Z)"
"ph2",5885143,"iky3wou4",26,-56,2,"ph2_8","Z",16,56,32,"Inh","sup. (S & Z)"
"ph2",5885143,"iky3wou4",27,78,2,"ph2_8","E",16,78,32,"Inh","pre. (E & I)"
"ph2",5885143,"iky3wou4",28,62,2,"ph2_8","C",16,62,32,"Exc","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",29,-32,2,"ph2_8","B",16,-32,32,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",30,0,2,"ph2_8","K",16,0,32,"Inh","sup. ctrl. (K & C)"
"ph2",5885143,"iky3wou4",31,0,2,"ph2_8","R",16,0,32,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885143,"iky3wou4",32,-72,2,"ph2_8","I",16,72,32,"Exc","pre. (E & I)"
"ph2",5885185,"09tg2hf1",1,70,2,"ph2_1","B",9,70,138,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",2,80,2,"ph2_1","S",9,80,138,"Exc","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",3,62,2,"ph2_1","K",9,-62,138,"Inh","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",4,42,2,"ph2_1","C",9,42,138,"Exc","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",5,60,2,"ph2_1","Z",9,-60,138,"Inh","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",6,78,2,"ph2_1","R",9,-78,138,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",7,48,2,"ph2_1","E",9,48,138,"Inh","pre. (E & I)"
"ph2",5885185,"09tg2hf1",8,62,2,"ph2_1","I",9,-62,138,"Exc","pre. (E & I)"
"ph2",5885185,"09tg2hf1",9,76,2,"ph2_2","B",10,76,138,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",10,54,2,"ph2_2","K",10,-54,138,"Inh","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",11,56,2,"ph2_2","R",10,-56,138,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",12,74,2,"ph2_2","I",10,-74,138,"Exc","pre. (E & I)"
"ph2",5885185,"09tg2hf1",13,70,2,"ph2_2","S",10,70,138,"Exc","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",14,74,2,"ph2_2","Z",10,-74,138,"Inh","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",15,62,2,"ph2_2","E",10,62,138,"Inh","pre. (E & I)"
"ph2",5885185,"09tg2hf1",16,44,2,"ph2_2","C",10,44,138,"Exc","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",17,72,2,"ph2_4","S",12,72,138,"Exc","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",18,78,2,"ph2_4","R",12,-78,138,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",19,86,2,"ph2_4","E",12,86,138,"Inh","pre. (E & I)"
"ph2",5885185,"09tg2hf1",20,70,2,"ph2_4","I",12,-70,138,"Exc","pre. (E & I)"
"ph2",5885185,"09tg2hf1",21,48,2,"ph2_4","C",12,48,138,"Exc","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",22,66,2,"ph2_4","Z",12,-66,138,"Inh","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",23,76,2,"ph2_4","K",12,-76,138,"Inh","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",24,40,2,"ph2_4","B",12,40,138,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",25,42,2,"ph2_8","S",16,42,138,"Exc","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",26,80,2,"ph2_8","R",16,-80,138,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",27,80,2,"ph2_8","C",16,80,138,"Exc","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",28,64,2,"ph2_8","Z",16,-64,138,"Inh","sup. (S & Z)"
"ph2",5885185,"09tg2hf1",29,64,2,"ph2_8","B",16,64,138,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885185,"09tg2hf1",30,72,2,"ph2_8","E",16,72,138,"Inh","pre. (E & I)"
"ph2",5885185,"09tg2hf1",31,76,2,"ph2_8","K",16,-76,138,"Inh","sup. ctrl. (K & C)"
"ph2",5885185,"09tg2hf1",32,56,2,"ph2_8","I",16,-56,138,"Exc","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",1,60,2,"ph2_1","Z",9,-60,139,"Inh","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",2,74,2,"ph2_1","S",9,74,139,"Exc","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",3,60,2,"ph2_1","K",9,-60,139,"Inh","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",4,82,2,"ph2_1","R",9,-82,139,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",5,70,2,"ph2_1","C",9,70,139,"Exc","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",6,72,2,"ph2_1","E",9,72,139,"Inh","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",7,88,2,"ph2_1","B",9,88,139,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",8,62,2,"ph2_1","I",9,-62,139,"Exc","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",9,76,2,"ph2_2","Z",10,-76,139,"Inh","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",10,76,2,"ph2_2","B",10,76,139,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",11,70,2,"ph2_2","I",10,-70,139,"Exc","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",12,80,2,"ph2_2","K",10,-80,139,"Inh","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",13,80,2,"ph2_2","E",10,80,139,"Inh","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",14,80,2,"ph2_2","C",10,80,139,"Exc","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",15,70,2,"ph2_2","S",10,70,139,"Exc","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",16,62,2,"ph2_2","R",10,-62,139,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",17,70,2,"ph2_4","C",12,70,139,"Exc","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",18,76,2,"ph2_4","E",12,76,139,"Inh","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",19,66,2,"ph2_4","S",12,66,139,"Exc","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",20,92,2,"ph2_4","R",12,-92,139,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",21,58,2,"ph2_4","B",12,58,139,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",22,86,2,"ph2_4","K",12,-86,139,"Inh","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",23,62,2,"ph2_4","Z",12,-62,139,"Inh","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",24,80,2,"ph2_4","I",12,-80,139,"Exc","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",25,68,2,"ph2_8","Z",16,-68,139,"Inh","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",26,70,2,"ph2_8","R",16,-70,139,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",27,86,2,"ph2_8","B",16,86,139,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885144,"ytj7cvgw",28,74,2,"ph2_8","S",16,74,139,"Exc","sup. (S & Z)"
"ph2",5885144,"ytj7cvgw",29,80,2,"ph2_8","E",16,80,139,"Inh","pre. (E & I)"
"ph2",5885144,"ytj7cvgw",30,66,2,"ph2_8","K",16,-66,139,"Inh","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",31,72,2,"ph2_8","C",16,72,139,"Exc","sup. ctrl. (K & C)"
"ph2",5885144,"ytj7cvgw",32,84,2,"ph2_8","I",16,-84,139,"Exc","pre. (E & I)"
"ph2",5885099,"je5ajc56",1,42,2,"ph2_1","I",9,-42,130,"Exc","pre. (E & I)"
"ph2",5885099,"je5ajc56",2,80,2,"ph2_1","B",9,80,130,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885099,"je5ajc56",3,58,2,"ph2_1","Z",9,-58,130,"Inh","sup. (S & Z)"
"ph2",5885099,"je5ajc56",4,80,2,"ph2_1","C",9,80,130,"Exc","sup. ctrl. (K & C)"
"ph2",5885099,"je5ajc56",5,82,2,"ph2_1","S",9,82,130,"Exc","sup. (S & Z)"
"ph2",5885099,"je5ajc56",6,62,2,"ph2_1","K",9,-62,130,"Inh","sup. ctrl. (K & C)"
"ph2",5885099,"je5ajc56",7,82,2,"ph2_1","E",9,82,130,"Inh","pre. (E & I)"
"ph2",5885099,"je5ajc56",8,88,2,"ph2_1","R",9,-88,130,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885099,"je5ajc56",9,72,2,"ph2_2","S",10,72,130,"Exc","sup. (S & Z)"
"ph2",5885099,"je5ajc56",10,82,2,"ph2_2","I",10,-82,130,"Exc","pre. (E & I)"
"ph2",5885099,"je5ajc56",11,76,2,"ph2_2","Z",10,-76,130,"Inh","sup. (S & Z)"
"ph2",5885099,"je5ajc56",12,88,2,"ph2_2","B",10,88,130,"Exc","rel. val. ctrl. (B & R)"
"ph2",5885099,"je5ajc56",13,64,2,"ph2_2","K",10,-64,130,"Inh","sup. ctrl. (K & C)"
"ph2",5885099,"je5ajc56",14,90,2,"ph2_2","E",10,90,130,"Inh","pre. (E & I)"
"ph2",5885099,"je5ajc56",15,74,2,"ph2_2","C",10,74,130,"Exc","sup. ctrl. (K & C)"
"ph2",5885099,"je5ajc56",16,92,2,"ph2_2","R",10,-92,130,"Inh","rel. val. ctrl. (B & R)"
"ph2",5885099,"je5ajc56",17,84,2,"ph2_4","S",12,84,130,"Exc","sup. (S & Z)"
